,rf_eer,rf_oa,rf_ba,knn_eer,knn_oa,knn_ba,svm_eer,svm_oa,svm_ba
100,0.0007649950282358709,0.9992343032159265,0.9992350049717642,0.007501735427102673,0.9924961715160796,0.9924982645728972,0.0,1.0,1.0
101,0.0015309281251758844,0.9984686064318529,0.9984690718748241,0.009646160484793897,0.9903522205206737,0.9903538395152062,0.0,1.0,1.0
102,0.001072681563197686,0.9989280245022971,0.9989273184368024,0.007195455995197086,0.992802450229709,0.9928045440048031,0.0,1.0,1.0
103,0.0004601226993865004,0.9995398773006136,0.9995398773006136,0.005214723926380366,0.9947852760736197,0.9947852760736197,0.0,1.0,1.0
104,0.00030674846625766694,0.9996932515337423,0.9996932515337423,0.009355828220858897,0.990644171779141,0.990644171779141,0.0,1.0,1.0
105,0.0012331433998100717,0.9987673343605546,0.99876685660019,0.008477207977207973,0.9915254237288137,0.9915227920227918,0.0,1.0,1.0
200,0.0009183692613647043,0.9990811638591118,0.9990816307386353,0.00948903397684846,0.9905053598774887,0.9905109660231515,0.0,1.0,1.0
201,0.0021434869889870754,0.9978560490045941,0.9978565130110131,0.006429053863904993,0.9935681470137825,0.9935709461360951,0.0,1.0,1.0
202,0.0019901127558582367,0.9980091883614088,0.9980098872441416,0.00551349880865275,0.994486983154671,0.9944865011913473,0.0,1.0,1.0
203,0.002295923153411755,0.9977029096477794,0.9977040768465884,0.008575355059004513,0.9914241960183766,0.9914246449409957,0.0,1.0,1.0
300,0.00045918463068235217,0.999540581929556,0.9995408153693177,0.007959981989080872,0.9920367534456354,0.9920400180109192,0.0,1.0,1.0
301,0.00030674846625766694,0.9996937212863706,0.9996932515337423,0.009342226224648687,0.9906584992343033,0.9906577737753512,0.0,1.0,1.0
302,0.00015337423312883347,0.9998468606431853,0.9998466257668712,0.004439879176750899,0.9955589586523738,0.9955601208232492,0.0,1.0,1.0
303,0.0012317188983855698,0.9987673343605549,0.9987682811016144,0.009087369420702757,0.9909090909090909,0.9909126305792972,0.0,1.0,1.0
400,0.0010717434944935377,0.9989280245022971,0.9989282565055065,0.008880696422205963,0.9911179173047472,0.991119303577794,0.0,1.0,1.0
401,0.0010717434944935377,0.998928024502297,0.9989282565055065,0.008112887187857649,0.9918836140888209,0.9918871128121424,0.0,1.0,1.0
402,0.0026073619631901746,0.9973926380368099,0.9973926380368099,0.01165644171779141,0.9883435582822087,0.9883435582822087,0.0,1.0,1.0
403,0.003521509915386195,0.9964777947932619,0.9964784900846139,0.010564060711806527,0.9894333843797856,0.9894359392881935,0.0,1.0,1.0
404,0.002295923153411755,0.9977029096477794,0.9977040768465884,0.011943490741261881,0.9880551301684533,0.988056509258738,0.0,1.0,1.0
500,0.00015290519877675935,0.9998468606431853,0.9998470948012234,0.01010206187501172,0.9898928024502298,0.9898979381249884,0.0,1.0,1.0
501,0.0003062794319055928,0.9996937212863706,0.9996937205680944,0.004899532841785331,0.9950995405819297,0.9951004671582148,0.0,1.0,1.0
502,0.0024492973865405886,0.9975497702909649,0.9975507026134596,0.007812236168176961,0.9921898928024502,0.9921877638318233,0.0,1.0,1.0
503,0.002908951051575015,0.9970903522205209,0.997091048948425,0.010103938012420016,0.9898928024502297,0.98989606198758,0.0,1.0,1.0
600,0.000458715596330278,0.999540581929556,0.9995412844036696,0.007503142530158907,0.9924961715160796,0.9924968574698412,0.0,1.0,1.0
601,0.0,1.0,1.0,0.010408341306917323,0.9895865237366003,0.9895916586930827,0.0,1.0,1.0
602,0.0018372075570814827,0.9981623277182236,0.9981627924429185,0.007808014859008267,0.9921898928024502,0.9921919851409917,0.0,1.0,1.0
603,0.0016847713926567975,0.9983154670750383,0.9983152286073432,0.008114294290913853,0.9918836140888209,0.9918857057090863,0.0,1.0,1.0
604,0.0030618562503517688,0.996937212863706,0.9969381437496484,0.009493255286017138,0.9905053598774884,0.9905067447139828,0.0,1.0,1.0
605,0.001072212528845612,0.998928024502297,0.9989277874711544,0.009030318380518187,0.9909647779479327,0.9909696816194818,0.0,1.0,1.0
700,0.0016838333239526438,0.9983154670750384,0.9983161666760474,0.010713213635766683,0.989280245022971,0.9892867863642334,0.0,1.0,1.0
701,0.0009183692613646988,0.9990811638591118,0.9990816307386353,0.010410686478677688,0.9895865237366003,0.9895893135213225,0.0,1.0,1.0
702,0.0068896455976435785,0.9931087289433386,0.9931103544023564,0.00994962571058704,0.9900459418070444,0.9900503742894131,0.0,1.0,1.0
800,0.000765464062587945,0.9992343032159265,0.999234535937412,0.004132192641789073,0.995865237366003,0.995867807358211,0.0,1.0,1.0
801,0.001836738522729403,0.9981623277182237,0.9981632614772706,0.012398454062775555,0.9875957120980091,0.9876015459372244,0.0,1.0,1.0
802,0.000765464062587945,0.9992343032159265,0.999234535937412,0.005050561903153783,0.994946401225115,0.9949494380968462,0.0,1.0,1.0
900,0.0024492973865405886,0.9975497702909648,0.9975507026134594,0.009951501847995347,0.9900459418070444,0.9900484981520048,0.0,1.0,1.0
1000,0.00030674846625766694,0.9996937212863706,0.9996932515337423,0.00826673045533855,0.9917304747320059,0.9917332695446616,0.0,1.0,1.0
1001,0.0027555768184461815,0.9972434915773354,0.9972444231815538,0.009339412018536242,0.9906584992343032,0.9906605879814638,0.0,1.0,1.0
1002,0.005358248438115598,0.9946401225114855,0.9946417515618844,0.008575824093356593,0.9914241960183767,0.9914241759066436,0.0,1.0,1.0
1003,0.0032138233804243745,0.9967840735068914,0.9967861766195757,0.008419166619763229,0.9915773353751914,0.991580833380237,0.0,1.0,1.0
1004,0.0033695427853135894,0.9966309341500766,0.9966304572146865,0.01163674227500422,0.9883614088820828,0.9883632577249959,0.0,1.0,1.0
1100,0.00015290519877675935,0.9998468606431853,0.9998470948012234,0.008420104688467373,0.9915773353751914,0.9915798953115328,0.0,1.0,1.0
1101,0.0,1.0,1.0,0.011639087446764595,0.9883614088820828,0.9883609125532354,0.0,1.0,1.0
1103,0.0029080129828708613,0.9970903522205207,0.9970919870171292,0.007808483893360352,0.9921898928024502,0.9921915161066396,0.0,1.0,1.0
1104,0.0012241796589182175,0.9987748851454825,0.9987758203410818,0.010257781279900935,0.989739663093415,0.9897422187200992,0.0,1.0,1.0
1105,0.0013803680981595012,0.9986196319018406,0.9986196319018406,0.01058282208588957,0.9894171779141105,0.9894171779141105,0.0,1.0,1.0
1200,0.0009188382957167785,0.9990811638591118,0.9990811617042834,0.008422449860227759,0.9915773353751914,0.9915775501397723,0.0,1.0,1.0
1201,0.0030627943190559225,0.9969372128637062,0.9969372056809442,0.008880696422205958,0.9911179173047472,0.9911193035777941,0.0,1.0,1.0
1203,0.002756983921502415,0.9972434915773354,0.9972430160784975,0.009491379148608842,0.9905053598774884,0.9905086208513912,0.0,1.0,1.0
1204,0.0006116207951070374,0.9993874425727413,0.999388379204893,0.008573009887244142,0.9914241960183766,0.9914269901127559,0.0,1.0,1.0
1300,0.003673946079810875,0.9963246554364472,0.9963260539201892,0.010103468978067954,0.9898928024502298,0.9898965310219323,0.0,1.0,1.0
1301,0.0,1.0,1.0,0.011180371850434323,0.9888208269525267,0.9888196281495658,0.0,1.0,1.0
1302,0.0035276073619631755,0.9964723926380369,0.9964723926380369,0.009355828220858892,0.9906441717791411,0.9906441717791411,0.0,1.0,1.0
