,classe,eer,auc
1,1.0,0.0,1.0
8,8.0,0.054373204559671394,0.9456267954403286
22,22.0,0.08981028151774786,0.9101897184822522
30,30.0,0.08086454920951433,0.9191354507904856
31,31.0,0.04926169364743545,0.9507383063525646
32,32.0,0.050206327372764814,0.9497936726272351
33,33.0,0.03931033804451525,0.9606896619554847
34,34.0,0.05336673699015473,0.9466332630098453
35,35.0,0.05405405405405406,0.9459459459459459
36,36.0,0.05443488053424893,0.9455651194657511
37,37.0,0.06585295892226586,0.9341470410777342
38,38.0,0.02032959293863564,0.9796704070613644
39,39.0,0.034731958448217984,0.9652680415517821
40,40.0,0.03536067892503536,0.9646393210749646
41,41.0,0.10561606528226833,0.8943839347177316
42,42.0,0.06447187928669412,0.9355281207133059
43,43.0,0.023643949930458985,0.976356050069541
44,44.0,0.0428973277074543,0.9571026722925458
45,45.0,0.041666666666666685,0.9583333333333333
46,46.0,0.03724928366762176,0.9627507163323783
47,47.0,0.029493984641808205,0.9705060153581919
48,48.0,0.06702960460957677,0.9329703953904233
49,49.0,0.014061865905983663,0.9859381340940162
50,50.0,0.014767932489451463,0.9852320675105486
51,51.0,0.04021562759902805,0.9597843724009719
52,52.0,0.04192544433254652,0.9580745556674535
53,53.0,0.03777298885170116,0.9622270111482989
54,54.0,0.1293306942156847,0.8706693057843153
55,55.0,0.060113154172560135,0.9398868458274399
56,56.0,0.07616510268907156,0.9238348973109285
57,57.0,0.013932771417689088,0.9860672285823109
58,58.0,0.0,1.0
59,59.0,0.0343971631205674,0.9656028368794327
60,60.0,0.030060377809660428,0.9699396221903396
61,61.0,0.04842945708039947,0.9515705429196005
62,62.0,0.031319089160434514,0.9686809108395654
63,63.0,0.09326356916909395,0.906736430830906
64,64.0,0.024894714989026644,0.9751052850109734
65,65.0,0.11533052039381153,0.8846694796061885
66,66.0,0.06752873563218392,0.9324712643678161
67,67.0,0.023404255319148914,0.9765957446808511
68,68.0,0.012482662968099856,0.9875173370319001
69,69.0,0.08672932345647863,0.9132706765435212
70,70.0,0.034172474565408964,0.9658275254345912
71,71.0,0.04137447405329592,0.958625525946704
72,72.0,0.030140360248078576,0.9698596397519214
73,73.0,0.05696478037198259,0.9430352196280174
75,75.0,0.08837477875052585,0.9116252212494742
76,76.0,0.02888888888888891,0.971111111111111
77,77.0,0.06733526373296897,0.9326647362670311
78,78.0,0.0006868131868131844,0.9993131868131868
79,79.0,0.03904109589041094,0.9609589041095891
80,80.0,0.0007072135785007316,0.9992927864214993
82,82.0,0.0014104372355430161,0.998589562764457
83,83.0,0.05878186968838528,0.9412181303116147
84,84.0,0.01379310344827589,0.9862068965517241
85,85.0,0.0,1.0
86,86.0,0.004201680672268893,0.9957983193277311
87,87.0,0.017433751743375192,0.9825662482566249
88,88.0,0.0096551724137931,0.9903448275862069
89,89.0,0.024489795918367363,0.9755102040816326
90,90.0,0.0068399452804377425,0.9931600547195623
91,91.0,0.005633802816901401,0.9943661971830986
92,92.0,0.030619228875733945,0.969380771124266
93,93.0,0.017955801104972358,0.9820441988950277
94,94.0,0.0,1.0
95,95.0,0.013418079096045199,0.9865819209039548
96,96.0,0.028083919404136636,0.9719160805958633
97,97.0,0.023622077947398196,0.976377922052602
98,98.0,0.01192145862552596,0.988078541374474
100,100.0,0.0013774104683195731,0.9986225895316805
AVG,-->,0.038691199235715304,0.9613088007642848
