,classe,eer,auc
1,1.0,0.0,1.0
8,8.0,0.1284119106699752,0.8715880893300249
22,22.0,0.05309364548494985,0.9469063545150502
30,30.0,0.23674242424242423,0.7632575757575757
31,31.0,0.07486631016042783,0.9251336898395722
32,32.0,0.21637426900584794,0.783625730994152
33,33.0,0.19548872180451127,0.8045112781954888
34,34.0,0.07777777777777777,0.9222222222222222
35,35.0,0.17172413793103447,0.8282758620689655
36,36.0,0.2388888888888889,0.7611111111111112
37,37.0,0.16433566433566432,0.8356643356643357
38,38.0,0.041666666666666685,0.9583333333333333
39,39.0,0.055373704309874525,0.9446262956901255
40,40.0,0.08695652173913043,0.9130434782608696
41,41.0,0.21700879765395892,0.782991202346041
42,42.0,0.16666666666666669,0.8333333333333334
43,43.0,0.15141612200435733,0.8485838779956427
44,44.0,0.10555555555555558,0.8944444444444444
45,45.0,0.164027149321267,0.8359728506787331
46,46.0,0.16666666666666669,0.8333333333333333
47,47.0,0.10606060606060605,0.893939393939394
48,48.0,0.057142857142857134,0.9428571428571428
49,49.0,0.19047619047619047,0.8095238095238095
50,50.0,0.08866995073891629,0.9113300492610837
51,51.0,0.07486449864498645,0.9251355013550135
52,52.0,0.13383838383838384,0.8661616161616161
53,53.0,0.05357142857142855,0.9464285714285714
54,54.0,0.22250639386189255,0.7774936061381075
55,55.0,0.10714285714285714,0.8928571428571428
56,56.0,0.10119047619047619,0.8988095238095237
57,57.0,0.13571428571428568,0.8642857142857143
58,58.0,0.023809523809523836,0.9761904761904762
59,59.0,0.03999999999999998,0.96
60,60.0,0.0537135278514589,0.946286472148541
61,61.0,0.26181818181818184,0.7381818181818182
62,62.0,0.17059553349875933,0.8294044665012407
63,63.0,0.27884615384615385,0.7211538461538461
64,64.0,0.07692307692307693,0.9230769230769231
65,65.0,0.2594417077175698,0.7405582922824302
66,66.0,0.09965034965034966,0.9003496503496505
67,67.0,0.10869565217391304,0.891304347826087
68,68.0,0.1875,0.8125
69,69.0,0.10021551724137934,0.8997844827586207
70,70.0,0.01785714285714285,0.9821428571428572
71,71.0,0.10606060606060605,0.893939393939394
72,72.0,0.09102564102564102,0.908974358974359
73,73.0,0.12794612794612795,0.872053872053872
75,75.0,0.13939393939393938,0.8606060606060606
76,76.0,0.11011904761904762,0.8898809523809523
77,77.0,0.12274774774774774,0.8772522522522522
78,78.0,0.15476190476190477,0.8452380952380952
79,79.0,0.05357142857142855,0.9464285714285714
80,80.0,0.0,1.0
82,82.0,0.0,1.0
83,83.0,0.09999999999999998,0.9
84,84.0,0.0,1.0
85,85.0,0.0625,0.9375
86,86.0,0.07142857142857145,0.9285714285714286
87,87.0,0.0625,0.9375
88,88.0,0.16666666666666669,0.8333333333333333
89,89.0,0.17857142857142855,0.8214285714285714
90,90.0,0.125,0.875
91,91.0,0.0,1.0
92,92.0,0.1576354679802956,0.8423645320197045
93,93.0,0.045454545454545456,0.9545454545454545
94,94.0,0.0,1.0
95,95.0,0.0625,0.9375
96,96.0,0.16545454545454547,0.8345454545454545
97,97.0,0.15000000000000002,0.85
98,98.0,0.2875,0.7125
100,100.0,0.0625,0.9375
AVG,-->,0.11643131782166945,0.8835686821783306
