,rf_eer,knn_eer,svm_eer
1,0.45999999999999996,0.21690476190476188,0.5
2,0.39999999999999997,0.2235714285714286,0.5004761904761905
3,0.49000000000000005,0.4628571428571429,0.5
4,0.32999999999999996,0.1411904761904762,0.35
5,0.43,0.21500000000000002,0.5
6,0.17023809523809524,0.0926190476190476,0.5
7,0.15190476190476193,0.06166666666666666,0.2119047619047619
8,0.36999999999999994,0.1811904761904762,0.2704761904761905
9,0.49000000000000005,0.4107142857142857,0.5
10,0.18,0.06166666666666666,0.39
20,0.12,0.05071428571428571,0.10999999999999999
21,0.46047619047619043,0.24357142857142855,0.5009523809523809
24,0.49000000000000005,0.22547619047619047,0.5009523809523809
25,0.5,0.3807142857142857,0.5
26,0.41,0.27523809523809517,0.5
27,0.4699999999999999,0.2526190476190476,0.5002380952380953
28,0.49000000000000005,0.32166666666666666,0.5
29,0.3502380952380952,0.13499999999999998,0.5004761904761905
35,0.38,0.14166666666666666,0.3304761904761905
36,0.45,0.21142857142857144,0.42023809523809524
37,0.35,0.13047619047619047,0.24095238095238097
38,0.46047619047619054,0.3214285714285714,0.5009523809523809
40,0.36071428571428565,0.20309523809523808,0.2919047619047619
41,0.2800000000000001,0.2111904761904762,0.23000000000000004
50,0.32999999999999996,0.34261904761904766,0.5002380952380953
51,0.47000000000000003,0.29523809523809524,0.5
53,0.26071428571428573,0.2711904761904762,0.30023809523809525
54,0.49000000000000005,0.2745238095238095,0.5
55,0.12071428571428573,0.033333333333333326,0.16142857142857142
65,0.45999999999999996,0.2816666666666667,0.5
66,0.35,0.08357142857142856,0.4809523809523809
68,0.38,0.17261904761904762,0.23095238095238094
69,0.36,0.28214285714285714,0.5
70,0.45,0.19071428571428573,0.4902380952380952
71,0.44000000000000006,0.1426190476190476,0.5
73,0.36,0.20166666666666672,0.3904761904761904
80,0.44000000000000006,0.2157142857142857,0.5009523809523809
81,0.41,0.3726190476190476,0.5009523809523809
82,0.28,0.11261904761904762,0.31
83,0.48,0.23190476190476192,0.5
84,0.34023809523809523,0.16619047619047617,0.5
85,0.5,0.4519047619047619,0.5
AVG,0.38013605442176873,0.22129818594104306,0.4218197278911565
