,classe,eer,auc
1,1.0,0.004901960784313708,0.9950980392156863
2,2.0,0.009708737864077666,0.9902912621359223
3,3.0,0.0024038461538461453,0.9975961538461539
4,4.0,0.00724637681159418,0.9927536231884058
5,5.0,0.0024038461538461453,0.9975961538461539
6,6.0,0.002392344497607668,0.9976076555023923
7,7.0,0.007211538461538436,0.9927884615384616
8,8.0,0.004854368932038833,0.9951456310679612
9,9.0,0.016826923076923073,0.9831730769230769
10,10.0,0.004739336492890989,0.9952606635071091
20,20.0,0.004807692307692291,0.9951923076923077
21,21.0,0.007317073170731714,0.9926829268292683
24,24.0,0.00724637681159418,0.9927536231884058
25,25.0,0.021739130434782594,0.9782608695652174
26,26.0,0.03398058252427183,0.9660194174757282
27,27.0,0.0,1.0
28,28.0,0.0071770334928229484,0.992822966507177
29,29.0,0.009615384615384637,0.9903846153846154
35,35.0,0.007281553398058249,0.9927184466019418
36,36.0,0.014423076923076927,0.9855769230769231
37,37.0,0.0,1.0
38,38.0,0.009708737864077666,0.9902912621359223
40,40.0,0.016826923076923073,0.9831730769230769
41,41.0,0.0024038461538461453,0.9975961538461539
50,50.0,0.0,1.0
51,51.0,0.009523809523809545,0.9904761904761905
53,53.0,0.0215311004784689,0.9784688995215312
54,54.0,0.01010101010101011,0.9898989898989898
55,55.0,0.0023809523809523725,0.9976190476190476
65,65.0,0.00724637681159418,0.9927536231884058
66,66.0,0.0024154589371980784,0.9975845410628019
68,68.0,0.0024271844660194164,0.9975728155339806
69,69.0,0.004878048780487809,0.9951219512195122
70,70.0,0.014563106796116498,0.9854368932038835
71,71.0,0.009569377990430616,0.9904306220095693
73,73.0,0.004807692307692291,0.9951923076923077
80,80.0,0.004784688995215336,0.9952153110047847
81,81.0,0.009852216748768461,0.9901477832512315
82,82.0,0.01651169150827294,0.9834883084917271
83,83.0,0.0,1.0
84,84.0,0.014423076923076927,0.9855769230769231
85,85.0,0.004761904761904745,0.9952380952380953
AVG,-->,0.008214152083641842,0.991785847916358
