,classe,eer,auc
1,1.0,0.014204286365709057,0.985795713634291
2,2.0,0.04126213592233008,0.9587378640776699
3,3.0,0.02644230769230771,0.9735576923076923
4,4.0,0.012077294685990336,0.9879227053140096
5,5.0,0.009615384615384637,0.9903846153846154
6,6.0,0.002392344497607668,0.9976076555023923
7,7.0,0.016826923076923073,0.9831730769230769
8,8.0,0.0,1.0
9,9.0,0.03125,0.96875
10,10.0,0.014218009478672966,0.985781990521327
20,20.0,0.03605769230769229,0.9639423076923077
21,21.0,0.029268292682926855,0.9707317073170731
24,24.0,0.004830917874396157,0.9951690821256038
25,25.0,0.019323671497584516,0.9806763285024155
26,26.0,0.043689320388349495,0.9563106796116505
27,27.0,0.017156862745098034,0.982843137254902
28,28.0,0.004784688995215336,0.9952153110047847
29,29.0,0.012019230769230782,0.9879807692307692
35,35.0,0.01941747572815533,0.9805825242718447
36,36.0,0.014423076923076927,0.9855769230769231
37,37.0,0.0024752475247524774,0.9975247524752475
38,38.0,0.02152559369159943,0.9784744063084005
40,40.0,0.012019230769230782,0.9879807692307692
41,41.0,0.014423076923076927,0.9855769230769231
50,50.0,0.011961722488038284,0.9880382775119617
51,51.0,0.019047619047619035,0.980952380952381
53,53.0,0.009569377990430616,0.9904306220095693
54,54.0,0.02020202020202022,0.9797979797979798
55,55.0,0.0023809523809523725,0.9976190476190476
65,65.0,0.028757633761735457,0.9712423662382645
66,66.0,0.0,1.0
68,68.0,0.009708737864077666,0.9902912621359223
69,69.0,0.0,1.0
70,70.0,0.030835498427457947,0.9691645015725421
71,71.0,0.026315789473684237,0.9736842105263157
73,73.0,0.024038461538461564,0.9759615384615384
80,80.0,0.0071770334928229484,0.992822966507177
81,81.0,0.0049261083743842304,0.9950738916256158
82,82.0,0.004854368932038833,0.9951456310679612
83,83.0,0.0236722133576476,0.9763277866423524
84,84.0,0.04086538461538464,0.9591346153846154
85,85.0,0.02619047619047621,0.9738095238095238
AVG,-->,0.016909677697441495,0.9830903223025583
