,classe,eer,auc
1,1.0,0.03638850889192887,0.9636114911080712
2,2.0,0.014563106796116498,0.9854368932038835
3,3.0,0.014423076923076927,0.9855769230769231
4,4.0,0.028757633761735457,0.9712423662382645
5,5.0,0.024038461538461564,0.9759615384615384
6,6.0,0.014354066985645952,0.9856459330143541
7,7.0,0.0024038461538461453,0.9975961538461539
8,8.0,0.012135922330097082,0.9878640776699029
9,9.0,0.012019230769230782,0.9879807692307692
10,10.0,0.002369668246445522,0.9976303317535544
20,20.0,0.009615384615384637,0.9903846153846154
21,21.0,0.036585365853658514,0.9634146341463414
24,24.0,0.043478260869565244,0.9565217391304348
25,25.0,0.03623188405797101,0.963768115942029
26,26.0,0.12864077669902912,0.8713592233009708
27,27.0,0.04028727770177839,0.9597127222982217
28,28.0,0.08133971291866027,0.9186602870813397
29,29.0,0.03125,0.96875
35,35.0,0.007281553398058249,0.9927184466019418
36,36.0,0.038461538461538436,0.9615384615384616
37,37.0,0.037128712871287106,0.9628712871287128
38,38.0,0.06310679611650488,0.9368932038834952
40,40.0,0.028504374772147265,0.9714956252278526
41,41.0,0.019230769230769218,0.9807692307692308
50,50.0,0.026315789473684237,0.9736842105263157
51,51.0,0.019047619047619035,0.980952380952381
53,53.0,0.04784688995215314,0.9521531100478469
54,54.0,0.058080808080808066,0.9419191919191919
55,55.0,0.011904761904761918,0.9880952380952381
65,65.0,0.02657004830917875,0.9734299516908212
66,66.0,0.02898550724637683,0.9710144927536232
68,68.0,0.02848808058708236,0.9715119194129177
69,69.0,0.02682926829268295,0.973170731707317
70,70.0,0.004854368932038833,0.9951456310679612
71,71.0,0.02870813397129185,0.9712918660287082
73,73.0,0.009615384615384637,0.9903846153846154
80,80.0,0.062200956937799035,0.937799043062201
81,81.0,0.04374201787994893,0.956257982120051
82,82.0,0.026459729249282093,0.973540270750718
83,83.0,0.05080920902666969,0.9491907909733303
84,84.0,0.014423076923076927,0.9855769230769231
85,85.0,0.047619047619047616,0.9523809523809523
AVG,-->,0.031549919714567234,0.9684500802854327
