,rf_eer,knn_eer,svm_eer
100,0.0005076142131979489,0.007614213197969566,0.08440158159673516
101,0.0,0.010384215991692647,0.04448310795464748
102,0.0005112474437627967,0.0066462167689161356,0.09852393145059071
103,0.0,0.004077471967380231,0.021406727828746197
104,0.0,0.009605662285136485,0.039433771486349856
105,0.0,0.010994764397905754,0.0735147985895929
200,0.0005112474437627967,0.008691206543967267,0.08609554834457234
201,0.0,0.006701030927835028,0.10801926652019607
202,0.0005076142131979489,0.004568527918781706,0.03887025465224994
203,0.0020429009193054237,0.00868232890704801,0.16766628674765738
300,0.0010235414534288667,0.008188331627430934,0.08246691447143958
301,0.0005138746145940121,0.00565262076053441,0.07451181911613564
302,0.0005107252298263698,0.004596527068437162,0.0317980591384958
303,0.0,0.0035569105691056757,0.029979674796747957
400,0.0015527950310558758,0.009834368530020676,0.08738476960264942
401,0.003073770491803296,0.009221311475409832,0.04866803278688525
402,0.0,0.01315789473684209,0.11051445801500853
403,0.0005112474437627967,0.010224948875255602,0.12465564738292009
404,0.0005091649694500822,0.009164969450101812,0.10692464358452136
500,0.0005138746145940121,0.00873586844809865,0.06423432682425488
501,0.0005128205128205332,0.009743589743589742,0.055384615384615365
502,0.0005181347150259308,0.008290155440414504,0.10527122766204927
503,0.0,0.005122950819672123,0.18746619908737538
600,0.0005154639175257714,0.005154639175257714,0.0791514670896114
601,0.0,0.00462012320328542,0.07088519617038896
602,0.0,0.003600823045267487,0.09509278272111946
603,0.0,0.008221993833504637,0.20298047276464543
604,0.0015544041450777368,0.00414507772020728,0.05570372018606227
605,0.0,0.008290155440414504,0.0973088717352226
700,0.0,0.011410788381742754,0.12299714360564853
701,0.0010204081632653184,0.012244897959183654,0.2501109139307897
702,0.001028806584362163,0.007716049382716028,0.12650518417116635
800,0.0,0.005133470225872683,0.01848049281314168
801,0.0015290519877675934,0.010703363914373099,0.031718717814644026
802,0.0,0.005165289256198358,0.025233786172885443
900,0.0010204081632653184,0.0056122448979591955,0.03781425613723752
1000,0.0,0.009644670050761417,0.06465716232562317
1001,0.0005091649694500822,0.00967413441955195,0.0482132746279504
1002,0.0,0.00723140495867769,0.11890421851341175
1003,0.0020618556701030855,0.012371134020618568,0.10955298293053915
1004,0.0005159958720330482,0.007223942208462342,0.2818146348271837
1100,0.0,0.006653019447287634,0.04973471368830891
1101,0.0,0.010204081632653073,0.08793995859213252
1103,0.0015290519877675934,0.010193679918450549,0.11573787982021094
1104,0.0,0.00770811921891057,0.05704008221993835
1105,0.0005181347150259308,0.01347150259067359,0.05481918155863383
1200,0.0,0.008188331627430934,0.04672746650780123
1201,0.0005192107995846129,0.005192107995846296,0.0573310238498582
1203,0.0,0.00873586844809865,0.13617677286742033
1204,0.0005102040816326592,0.011734693877550995,0.11871487725524994
1300,0.0005165289256198191,0.010330578512396715,0.05048660514139254
1301,0.0,0.011213047910295593,0.03748580543275602
1302,0.0010245901639344135,0.007684426229508212,0.06515020280547573
1303,0.0,0.0077319587628865705,0.07010309278350513
