,rf_eer,knn_eer,svm_eer
100,0.0,0.006756756756756743,0.1887010344457153
101,0.0005202913631633943,0.009885535900104048,0.04969203806763367
102,0.0005138746145940121,0.00873586844809865,0.042103987139958346
103,0.0,0.0015495867768595128,0.0030991735537190257
104,0.0005112474437627967,0.006134969325153394,0.0856299898067073
105,0.0,0.012448132780082999,0.05705394190871371
200,0.0005144032921810537,0.005144032921810704,0.07497217162517711
201,0.0010493179433368471,0.003147953830010486,0.06595216121569172
202,0.0,0.003105590062111807,0.023139752605894418
203,0.0015306122448979775,0.011734693877550995,0.12658976634131913
300,0.0,0.011979166666666652,0.12022244691607682
301,0.0,0.009947643979057619,0.09947643979057591
302,0.001044932079414862,0.006269592476489005,0.014106583072100332
303,0.0,0.00723140495867769,0.02892561983471076
400,0.0005197505197505059,0.010395010395010396,0.08294944465157232
401,0.0005213764337851923,0.008863399374348269,0.03284671532846717
402,0.0015306122448979775,0.006632653061224514,0.13465690624075716
403,0.001041666666666663,0.010937499999999989,0.08209312858105829
404,0.0005122950819672067,0.011782786885245922,0.26114610740066113
500,0.0,0.009394572025052172,0.06002087682672236
501,0.0015657620041753528,0.008872651356993722,0.04697286012526097
502,0.0,0.007164790174002067,0.114873817683128
503,0.001041666666666663,0.005208333333333315,0.20115331142568252
600,0.0010351966873706209,0.00776397515527949,0.05953118121944695
601,0.0,0.005219206680584565,0.04227557411273486
602,0.0010193679918450438,0.007645259938837912,0.06595584987566243
603,0.0015673981191222652,0.008881922675026133,0.15052604746014087
604,0.001532175689479054,0.007660878447395325,0.06450807874454453
605,0.0005128205128205332,0.007692307692307665,0.1493952091074393
700,0.0010427528675703845,0.003649635036496346,0.12351513044943702
701,0.0,0.00984455958549224,0.27388264038080795
702,0.001538461538461544,0.007692307692307665,0.10263788968824938
800,0.0,0.006263048016701467,0.012004175365344483
801,0.0,0.012409513960703222,0.057792593466260325
802,0.0,0.006666666666666654,0.03179487179487178
900,0.0005197505197505059,0.006756756756756743,0.11091697261910027
1000,0.0010330578512396937,0.005681818181818177,0.05475206611570249
1001,0.0,0.013989637305699465,0.06419657525590802
1002,0.0005107252298263698,0.00817160367722164,0.03115423901940756
1003,0.0015706806282722585,0.0062827225130889786,0.07711715318086532
1004,0.0015592515592515732,0.007796257796257811,0.21530731105199188
1100,0.0,0.012474012474012475,0.062370062370062374
1101,0.0,0.009723643807574234,0.0855985293048035
1103,0.001036269430051806,0.00984455958549224,0.1698739416150638
1104,0.0,0.009414225941422605,0.04927694699718108
1105,0.0005202913631633943,0.013007284079084303,0.04974891202231142
1200,0.0005219206680584509,0.009394572025052172,0.037578288100208745
1201,0.0005128205128205332,0.004102564102564099,0.07750968456004426
1203,0.0,0.005219206680584565,0.09359917756678585
1204,0.0005181347150259308,0.006217616580310892,0.1574766207506635
1300,0.0010330578512396937,0.008780991735537202,0.10504334420097557
1301,0.0,0.012282497441146345,0.016376663254861812
1302,0.0,0.008342022940563076,0.05345688374885455
1303,0.0,0.0078043704474505815,0.06579263334835929
